Age,Monthly_Bill,Internet_Usage_GB,Contract_Type,Customer_Tenure,Support_Tickets,Payment_Method,Churn
53,146.61633437007862,358.19683407822475,Two Year,52,6,Credit Card,0
23,104.38632149416108,182.47038860514937,Month-to-Month,51,7,Credit Card,0
58,17.83142873082291,396.15628483500484,One Year,4,5,Crypto,0
71,121.01095839225519,158.73838176956843,One Year,34,6,PayPal,1
63,19.227664081266234,127.22347281545179,One Year,24,1,Crypto,0
61,124.70807633167486,257.99168006872924,One Year,21,5,Bank Transfer,0
74,162.07806387379887,498.5704772756241,One Year,2,5,Bank Transfer,0
48,121.14843225336453,402.3566487756264,Month-to-Month,7,3,Crypto,0
37,199.43414286672245,365.1665733270435,Month-to-Month,56,3,Bank Transfer,0
41,96.61463503428229,226.55436060029467,Two Year,68,1,PayPal,0
42,152.2772180847576,156.66305458372221,Two Year,35,2,PayPal,1
53,136.77052543096244,428.0944808121074,Two Year,26,9,Crypto,0
38,198.3720213960367,284.2986572105286,Month-to-Month,18,5,Bank Transfer,0
47,145.51161096464998,406.81422060982754,Month-to-Month,64,3,PayPal,0
41,41.16583897728398,244.38910107591835,Month-to-Month,56,2,PayPal,0
61,191.54836421927575,377.22478951203806,One Year,55,0,Bank Transfer,0
59,136.87767302469464,434.00278827717574,Month-to-Month,12,2,Credit Card,0
47,21.27426385321408,196.30362320852976,Month-to-Month,37,0,Bank Transfer,0
39,134.93797809907636,7.771215382103945,One Year,52,3,Crypto,1
45,177.79268726820726,128.2083564444336,Two Year,19,3,Credit Card,1
24,119.63795377810476,457.54260550112,Two Year,15,0,Crypto,0
52,77.26373122608213,344.0835880155932,Two Year,52,6,PayPal,0
72,165.97283047341705,368.87213950203324,One Year,26,4,Credit Card,0
45,158.6772815591076,163.3190185184453,One Year,45,0,Crypto,1
31,113.39460930394715,350.93521935282257,One Year,21,4,Crypto,1
73,39.328736280221065,323.49479055930317,Month-to-Month,53,6,Crypto,0
27,57.68743224940446,90.00845807503747,Two Year,29,5,Credit Card,1
33,150.3119547153601,484.37669793789166,One Year,48,9,Crypto,0
33,163.15561142503623,177.65877108052226,One Year,19,4,Credit Card,0
71,63.06040282778806,165.31419994618108,Two Year,54,7,Credit Card,0
48,79.91716466548947,185.2116105708688,Two Year,2,8,Crypto,0
59,24.750058197461076,46.7680880450639,Month-to-Month,32,0,PayPal,1
42,145.55777018963497,312.8567950295147,Two Year,62,5,Bank Transfer,0
30,10.679733474005955,120.07349762945199,One Year,7,1,Bank Transfer,0
23,18.84288903162293,401.85306543570624,Month-to-Month,68,7,Credit Card,0
61,10.825372878977083,197.68393388683896,Two Year,22,4,Crypto,1
26,132.61072083414717,229.82068266303534,Month-to-Month,29,0,Bank Transfer,0
62,89.30355426310385,323.5646050036639,One Year,3,4,Bank Transfer,0
53,66.53388465523275,381.17369584291583,One Year,22,9,Crypto,0
73,183.41319196785096,116.32653711920774,One Year,53,4,Bank Transfer,0
60,46.63253098855527,483.18087052935493,One Year,57,1,Crypto,0
37,83.9799219724661,311.5384514373739,Month-to-Month,10,3,Bank Transfer,0
35,188.6592421762728,3.8136731266933994,Month-to-Month,40,5,PayPal,0
60,91.15024693903806,208.39548275185203,One Year,20,0,Crypto,0
74,115.39180027294098,218.97209249474636,Month-to-Month,11,8,Bank Transfer,0
38,25.26400464820264,404.7733230112241,One Year,8,6,Credit Card,0
21,160.13161350975784,153.26474728613144,One Year,36,5,Crypto,0
67,90.32416764676525,166.28203163118678,Two Year,25,0,Bank Transfer,0
50,162.09787367371183,36.17655233343139,Month-to-Month,39,7,PayPal,1
44,58.22155208563851,142.48946623838157,Two Year,62,7,Bank Transfer,0
24,90.27096260666791,358.76388904143914,One Year,21,3,Credit Card,1
23,159.44429790935197,317.74370286034997,Two Year,19,3,Crypto,1
32,195.03677573829154,41.61564991593913,One Year,25,0,PayPal,1
35,21.328849633581086,58.232252165276705,One Year,5,8,Bank Transfer,0
49,164.36667370959182,189.0860559986289,One Year,12,7,Credit Card,0
73,67.13092284915095,372.13512330836386,Month-to-Month,25,9,Credit Card,0
28,114.64122336930372,416.62622078618637,One Year,5,6,Credit Card,0
37,65.1175303406421,8.297397461998685,One Year,27,1,Bank Transfer,1
41,126.55463978791813,165.17627807639295,Month-to-Month,4,6,PayPal,0
32,77.22253782235535,212.70666995065892,Month-to-Month,45,3,Bank Transfer,0
65,73.38682928575949,455.65527258443785,One Year,47,2,PayPal,0
24,17.20827945782775,251.201872297012,Month-to-Month,28,9,Crypto,1
38,37.92247712172419,135.5806818575962,One Year,35,3,PayPal,0
59,184.24485778444097,195.63348551675855,Two Year,16,9,Credit Card,0
43,199.6727114859168,218.78078630587885,Month-to-Month,12,5,Credit Card,1
61,158.2989094152252,335.32794089110996,Two Year,43,6,Credit Card,0
73,64.4943987069625,21.502803700745183,One Year,28,1,Bank Transfer,1
31,86.46457630428259,195.3363798491508,Month-to-Month,19,6,Crypto,1
74,150.50565643215572,323.63076382031124,Month-to-Month,68,9,PayPal,1
54,194.01757580780765,142.37783536683432,One Year,55,1,Credit Card,0
38,96.53952243857985,296.28375232541293,Month-to-Month,36,1,Crypto,0
35,167.60925890479118,179.28218612191802,Month-to-Month,62,0,Crypto,1
22,195.2630952937562,379.60171288588094,Month-to-Month,39,6,Bank Transfer,0
20,175.95990250064082,31.23825053478424,Two Year,41,0,PayPal,0
40,53.158451886552115,459.06302836997685,One Year,60,2,Crypto,0
43,11.526054136368359,86.63466142653884,One Year,66,7,PayPal,0
54,103.49552402379886,80.11499628792522,One Year,59,0,Bank Transfer,0
41,110.95855802210069,420.48082944183307,Month-to-Month,40,5,PayPal,1
66,48.237569264722225,434.77217858892044,Month-to-Month,19,1,Bank Transfer,0
36,64.08813446989535,47.39368340945434,Month-to-Month,55,8,Credit Card,0
68,155.3791005612239,454.45074507944025,One Year,46,1,PayPal,1
42,99.36597915549541,137.37563549775916,Two Year,4,5,Bank Transfer,0
38,70.29727588404876,309.6922210186197,One Year,62,3,Crypto,0
29,128.29894519876467,35.22815171353998,One Year,25,8,Credit Card,0
74,134.0243536354638,190.94988946297227,Two Year,63,0,Crypto,0
58,156.18519759975243,225.91157994316438,Month-to-Month,70,0,Credit Card,0
50,39.77476619495464,300.31345810879895,Month-to-Month,13,9,Credit Card,1
67,150.88827794212816,263.11071373581836,One Year,4,2,PayPal,0
70,123.89139450097952,231.2849877843047,Two Year,2,5,Crypto,0
21,20.938654407531452,479.86046567102835,One Year,67,2,Crypto,1
59,157.71466936814812,93.32636571689181,One Year,30,6,Credit Card,1
74,82.78525345330516,79.83912109268742,Two Year,4,8,Credit Card,0
24,72.77237752263113,356.99611138943516,Two Year,48,9,Credit Card,0
39,95.13427880051053,38.201390550245826,Month-to-Month,43,1,Bank Transfer,0
72,75.77326468816452,241.9628365411441,One Year,45,3,PayPal,0
50,74.27426251988273,242.54250645695137,Two Year,13,2,Credit Card,0
34,163.53475686311884,155.7026401485866,Two Year,47,5,PayPal,0
41,33.655998329481534,465.29142709841864,Two Year,28,4,Credit Card,0
51,194.41401289291713,141.9891741129097,Two Year,37,2,Bank Transfer,1
45,115.43701243112523,144.93253416688503,One Year,28,8,Credit Card,0
60,44.75555970004945,117.91568214763684,One Year,27,7,PayPal,0
58,34.930941757020435,73.74822957506096,One Year,30,2,Credit Card,1
56,122.38681110564669,182.64151661887794,Two Year,6,9,PayPal,0
39,130.26989433091632,340.7627427402146,Month-to-Month,9,4,Crypto,0
66,20.074896495664046,371.33926852260714,Two Year,6,4,PayPal,0
34,56.1703636844693,406.8960392989098,One Year,29,4,Bank Transfer,0
51,161.1377650320788,99.57440037724773,One Year,70,7,Credit Card,0
23,19.428679271269843,18.78071143162515,One Year,66,2,Crypto,0
63,172.46684614214686,487.36824338570756,Month-to-Month,53,2,PayPal,0
23,135.05087054000336,8.15192712392784,Month-to-Month,70,7,Crypto,0
51,92.54041927900892,480.3787401410712,One Year,5,8,Bank Transfer,0
18,75.82224130447402,414.57839493718814,Two Year,20,4,Crypto,0
27,13.657303131289853,456.1253057515431,One Year,12,9,Crypto,0
38,166.79083969285017,194.20567059296184,One Year,8,7,PayPal,0
22,37.11715225402224,99.4037974266656,Month-to-Month,58,4,Bank Transfer,0
19,68.81297845379675,303.6253789026069,Month-to-Month,49,3,Credit Card,0
39,118.13032626893273,370.8843341875269,Month-to-Month,64,1,Credit Card,1
65,56.738594013538304,66.29967209600561,Month-to-Month,50,3,Credit Card,1
74,104.45668811291826,399.01313582758246,One Year,39,1,Credit Card,0
19,163.77513746035345,105.0880666862664,Two Year,40,6,Credit Card,0
27,99.40220761015222,246.3469691613215,One Year,31,6,Crypto,0
51,190.30569538272323,428.3847424891983,One Year,3,8,Credit Card,0
33,171.0251178715049,97.51883101030357,Two Year,30,3,Crypto,1
65,73.2774547190449,121.70043934341098,One Year,29,4,PayPal,0
68,85.99280367094818,32.32280709309657,Two Year,70,3,PayPal,0
56,90.43207813428016,74.16044177978209,Month-to-Month,56,3,Bank Transfer,0
39,128.9740960556578,74.11638407090298,Month-to-Month,66,4,Credit Card,0
29,64.49118854582255,102.51032357491462,Month-to-Month,63,2,Crypto,0
41,194.15733637627665,143.81399813542697,Two Year,30,8,Credit Card,0
64,125.65000191466517,407.67669887479184,One Year,53,6,Crypto,1
57,85.88631516081537,457.9661682263776,Month-to-Month,46,0,PayPal,0
55,132.5518649433978,203.73402400524617,Month-to-Month,9,0,Bank Transfer,0
27,85.12695200064445,64.97626704216711,One Year,7,0,Bank Transfer,1
52,165.3811793860896,112.6811526226698,Month-to-Month,63,2,Bank Transfer,0
68,117.88978250482704,368.3667824507575,Month-to-Month,47,8,Credit Card,0
66,17.974395647152733,339.035334087232,Two Year,44,7,Crypto,1
49,43.58380481045754,483.6364435012395,One Year,49,8,Credit Card,0
24,174.34885487561158,8.229851616946535,Two Year,62,4,Bank Transfer,0
38,116.95096700779008,375.6286213808961,Month-to-Month,59,6,Credit Card,1
37,190.56526053764196,253.39100662603784,Month-to-Month,13,9,Credit Card,0
43,23.76023944353011,451.44379598330715,One Year,30,8,Credit Card,0
21,66.09951971633504,288.5071703893066,Month-to-Month,43,4,Credit Card,0
63,46.7732409155188,223.88719450624632,Two Year,51,7,Crypto,1
69,115.22965552345988,333.2594541370044,Two Year,8,7,Crypto,1
39,82.73063790518277,416.9281976483178,One Year,37,2,Bank Transfer,0
32,39.881971474514714,141.96677653625312,One Year,64,4,Bank Transfer,0
73,132.12286365231392,54.655994848344704,Month-to-Month,39,7,PayPal,0
57,111.89668950146543,217.07604104134091,One Year,8,9,Crypto,1
38,62.199887746297186,108.04541653305256,One Year,62,2,Credit Card,0
32,101.15655797865178,215.34104652220933,Month-to-Month,39,2,Crypto,0
39,151.690279857826,495.53303822667607,Month-to-Month,14,5,Credit Card,1
69,49.00161816462512,287.48692479323694,Two Year,52,6,Credit Card,1
45,65.65209187332853,347.1065112005251,Two Year,57,6,PayPal,0
31,75.76108754788187,339.28628280824785,One Year,21,5,PayPal,1
44,151.878023068196,410.5297173067457,Month-to-Month,23,6,PayPal,0
58,170.91529391467233,472.1201709086744,One Year,4,6,PayPal,0
57,81.51381432390606,329.7502310058187,Two Year,43,3,Credit Card,0
45,66.35796374844446,238.57122773185088,One Year,11,7,Credit Card,0
43,178.99488408681867,159.59764226253782,Two Year,19,7,Crypto,1
66,199.87933711660895,180.77687576180966,Two Year,65,1,Credit Card,0
19,137.36719153574182,167.90582345390428,One Year,2,9,Crypto,1
42,198.09631684794434,162.90828014567106,Two Year,49,4,Crypto,0
73,135.3935927823629,347.61787718666505,Two Year,69,1,PayPal,0
20,149.35745168148674,294.2668059459802,Month-to-Month,34,2,Crypto,0
25,83.84464029326759,101.7955274139454,One Year,4,2,Bank Transfer,0
61,92.26383392982017,484.84338356393175,One Year,39,4,Bank Transfer,0
50,37.38577615798508,214.4350321618053,One Year,49,7,Credit Card,0
59,166.3225028053734,283.4771141329711,Two Year,3,2,Bank Transfer,0
69,186.90121586856802,351.59788242809157,Two Year,26,6,PayPal,0
52,128.4532454018813,307.22501096177086,Two Year,41,4,PayPal,0
23,75.2929886046257,156.21483277870482,One Year,65,9,Crypto,0
56,39.263101821129595,399.055580170201,Month-to-Month,16,9,Credit Card,0
69,60.37968364400984,55.966666150233806,One Year,58,9,Bank Transfer,0
40,58.52797996185023,284.92892151713204,One Year,35,3,Credit Card,0
42,126.57029799107889,137.38529428403623,One Year,16,1,Crypto,0
67,189.55711841908484,308.2654214688361,Month-to-Month,33,5,PayPal,1
60,19.17165852201648,109.77874706110052,One Year,31,3,Crypto,0
36,10.19423692294512,386.3276279494598,Month-to-Month,22,3,Bank Transfer,1
22,124.03456941972186,114.54062930165047,Month-to-Month,61,4,PayPal,1
68,63.9714877951459,445.3056753484494,One Year,64,8,Bank Transfer,1
28,177.30418504440183,430.91589743044534,One Year,70,0,Credit Card,0
73,72.17755850210523,181.8343325548918,One Year,35,4,PayPal,0
29,65.05014410048898,193.5243241481389,Two Year,39,4,Credit Card,1
27,61.20701803147648,351.0502253860577,Month-to-Month,3,1,PayPal,0
25,37.52203718096638,46.09639544826948,One Year,13,2,Bank Transfer,0
41,120.49079011265101,41.37878667566398,Month-to-Month,14,3,Bank Transfer,1
45,41.9605844434999,69.02577422013763,Two Year,41,0,Crypto,0
58,90.67992036015526,281.6751923894763,Two Year,8,9,Crypto,0
53,97.58468992857328,75.35215011071551,One Year,19,2,PayPal,1
54,13.893488906815147,139.53102360471772,Month-to-Month,14,0,PayPal,0
38,13.193383166017075,323.80879236256374,Two Year,50,0,PayPal,0
25,108.84041086379756,8.796265140521053,Two Year,61,8,Crypto,0
72,142.24659912353513,90.93806736878146,Month-to-Month,36,3,Bank Transfer,0
26,189.0070716332769,465.03540077497615,Two Year,67,3,Credit Card,0
64,44.03266398982147,332.12523408094785,Month-to-Month,45,3,Credit Card,0
32,29.619173792855687,153.4700059973835,One Year,7,8,PayPal,0
65,19.896702316158677,23.606408606523136,Month-to-Month,22,7,Credit Card,0
63,92.84790075346055,293.4383553978011,One Year,9,3,Credit Card,0
57,128.3979997938318,112.21028863632786,Month-to-Month,60,5,Credit Card,1
35,169.7051377827402,480.12754392044826,Two Year,42,1,Crypto,0
59,139.70252763569496,343.7935165384355,One Year,59,5,Crypto,0
37,49.588549924222896,487.0878192867069,Month-to-Month,40,0,Credit Card,0
23,97.73636961529301,424.6005498083718,One Year,29,4,Bank Transfer,0
29,182.9658057986445,242.03068018007977,Month-to-Month,55,7,Bank Transfer,0
19,72.08080187070053,335.11201067941766,Month-to-Month,64,0,Crypto,0
24,104.75876936746698,406.24149057411074,One Year,42,1,Bank Transfer,0
33,192.12741358230238,289.51106234964897,One Year,29,2,PayPal,0
20,149.59452105900255,31.68226298314138,One Year,21,6,PayPal,0
62,152.07067327192146,235.75271062294192,Two Year,63,7,Bank Transfer,0
20,57.943460838513246,66.15609206253332,Month-to-Month,63,3,Credit Card,1
44,88.79264247797435,357.70854082987506,Month-to-Month,38,7,Bank Transfer,0
67,25.645010988377123,340.6338289031634,One Year,66,0,Credit Card,1
60,125.2399147396014,496.4611878340046,Month-to-Month,12,2,Credit Card,1
57,29.708731263073894,314.77609109525974,Month-to-Month,33,3,Bank Transfer,0
55,168.82282061913142,400.26883324958686,Month-to-Month,1,4,PayPal,0
50,164.76521953379938,134.87563759352744,One Year,68,8,Credit Card,1
45,111.3849692132388,170.6720435126939,Month-to-Month,28,1,Credit Card,0
18,36.82154630743564,458.5951019365408,Month-to-Month,62,6,Crypto,0
72,14.86000680708195,377.84093755324676,Two Year,59,2,Bank Transfer,0
25,161.37464683308875,327.9793182240212,Two Year,49,9,Crypto,0
54,124.0266918105511,127.75981859893709,One Year,45,1,Credit Card,0
49,145.07663098209784,349.59038643385736,Month-to-Month,6,8,Credit Card,0
65,67.72335388990984,443.4950588759337,Month-to-Month,20,2,Crypto,0
60,106.80172019034376,116.16802979243356,Two Year,16,7,Bank Transfer,0
54,151.9630924025336,353.3558500099958,One Year,12,0,Crypto,0
21,97.88702857962191,197.45328274535683,One Year,52,4,Crypto,0
47,124.26300232605888,60.264939057369375,Month-to-Month,20,4,Credit Card,0
23,160.04836974351284,381.9668775903073,Two Year,58,5,PayPal,0
63,50.891922600611984,84.40125780298386,Two Year,45,6,PayPal,0
71,22.526488977921638,127.19524047169531,Two Year,2,2,PayPal,0
36,111.04646705405298,391.68807839846744,Month-to-Month,34,4,Bank Transfer,1
49,21.80389643681819,371.32426002669416,Month-to-Month,26,7,Crypto,0
26,155.64588592968312,127.8373499561531,Month-to-Month,33,5,Bank Transfer,0
29,146.65017505041985,470.54134255883724,Two Year,42,1,PayPal,0
28,177.52540757840643,108.42732731351856,One Year,65,6,Bank Transfer,0
63,131.5167986264525,496.8174852670521,Month-to-Month,8,2,Bank Transfer,0
72,22.767538442951015,369.2120361037683,Month-to-Month,65,9,Bank Transfer,0
33,58.09890384302731,196.86133758514993,One Year,10,8,PayPal,0
18,163.50705046691667,66.0442541245795,One Year,32,3,Bank Transfer,1
62,41.75515928958167,160.93446762464723,Two Year,51,3,Bank Transfer,1
72,142.7112888848286,97.67551722105931,Month-to-Month,57,3,PayPal,0
70,158.2492728748908,311.2979536605156,Two Year,40,9,PayPal,1
38,72.72124159249582,179.07072141584038,Month-to-Month,66,9,Bank Transfer,0
47,71.23651994655262,148.20862336068464,Two Year,31,7,Crypto,0
30,115.9825094297379,378.8094626674677,Two Year,63,0,Bank Transfer,0
51,173.6444032234051,116.06911799024135,One Year,68,2,Credit Card,0
21,52.542178363561305,293.85776939532684,Month-to-Month,56,7,PayPal,1
45,188.83905724805652,98.10345031894926,One Year,12,6,Crypto,0
55,123.83255011582057,357.6845052588147,One Year,31,5,Credit Card,0
48,198.50402955693247,312.93562039254573,One Year,23,6,Credit Card,1
72,27.0266075591113,399.2786040733385,Month-to-Month,33,0,Credit Card,0
44,34.04680593628422,35.18004030657681,Two Year,8,7,Crypto,0
22,167.0619427055617,105.84261930300575,Two Year,62,3,Credit Card,0
42,174.30362016473137,78.07571991617938,Month-to-Month,15,0,PayPal,0
20,94.63715079047745,96.09005890258257,Month-to-Month,41,3,Crypto,0
50,145.67352346704365,52.40402548988731,Two Year,52,1,PayPal,0
21,174.83588461465231,281.47886881660037,Two Year,26,4,Crypto,0
42,18.194279761577448,297.1222721182267,One Year,12,0,PayPal,1
37,119.05058036871914,421.9013880414111,Two Year,27,0,Crypto,0
51,172.16132664003302,209.45135004543755,One Year,68,4,Credit Card,0
43,85.64943947110724,266.6599718241494,Two Year,30,1,PayPal,0
22,67.45288516136111,495.6607256461444,Two Year,4,8,PayPal,0
52,161.18427016801914,266.3906965962304,Two Year,54,9,PayPal,0
45,73.79945086553887,287.214467788256,One Year,34,6,Bank Transfer,0
46,10.60311665505561,497.96279002381465,One Year,68,3,Credit Card,0
26,192.3187916495225,497.0705613434365,Two Year,56,6,PayPal,0
69,122.50341490669351,212.5911923530462,One Year,18,7,PayPal,1
55,165.70840455491353,317.83846797187925,One Year,47,7,Crypto,0
67,166.80729684511576,240.92045141078935,One Year,60,7,Credit Card,0
23,22.617979870819234,360.63701037694295,One Year,59,4,Credit Card,0
36,42.46343788342831,469.25487404556236,Month-to-Month,2,6,PayPal,0
61,69.112929344333,155.51999487826336,One Year,16,6,Bank Transfer,0
74,70.93286415785134,409.61871004903173,Two Year,58,1,PayPal,1
28,135.16936235937345,327.7696174552141,One Year,12,2,Bank Transfer,0
19,128.39525494301012,140.81221583583442,Two Year,5,1,Credit Card,0
64,103.97205782186461,398.85252943281483,One Year,39,2,Credit Card,0
61,50.140109138665906,214.13937657958817,Two Year,15,8,Bank Transfer,0
61,82.57685924115765,61.07819056516616,Month-to-Month,19,6,Credit Card,1
26,113.2828540083822,496.71476228062886,Two Year,49,3,Crypto,0
38,98.91721955974897,213.39752015318714,One Year,39,7,Bank Transfer,0
41,34.185581288064895,271.2347211407045,One Year,15,6,Crypto,0
51,133.40699376536554,404.17290365111654,Two Year,55,9,PayPal,1
39,23.879837594025503,480.47719142484675,Month-to-Month,67,5,PayPal,0
20,81.85698978540526,436.5710371301975,One Year,56,3,Crypto,0
29,144.90557605829352,263.00155069298177,One Year,45,4,Credit Card,0
45,13.804471558744236,273.30234169102454,Two Year,57,9,Crypto,0
47,118.29673561861006,141.1625813682218,Two Year,67,7,Credit Card,0
43,73.55898508722649,231.93863620138276,Month-to-Month,6,2,Crypto,0
65,11.678050250319549,473.4726022053985,Two Year,70,2,Crypto,0
38,46.17282150158465,363.7435310253895,One Year,31,4,Credit Card,0
45,188.77977672142435,6.926618380024928,Two Year,22,8,Crypto,0
73,109.01829204596717,59.13688412954775,Month-to-Month,38,4,Bank Transfer,0
43,199.47316887953502,461.9818237089697,Month-to-Month,58,0,Credit Card,1
50,109.71518256930082,424.5109451348795,One Year,70,4,PayPal,0
38,113.34791833515096,243.59606840845004,Two Year,29,8,PayPal,1
52,84.45017245724196,308.87216215276203,One Year,56,6,Crypto,0
69,68.90767955896871,145.53335917998172,Month-to-Month,11,8,PayPal,0
51,57.79365509525951,396.62254529811156,Month-to-Month,48,9,Bank Transfer,1
58,75.24991706482804,302.0554059978305,Two Year,60,9,PayPal,0
68,97.3717053710821,347.71802702250164,Two Year,51,4,PayPal,0
64,46.478470543850115,188.08000916648996,One Year,39,2,Credit Card,0
35,52.726267443082214,215.7885652492288,Month-to-Month,6,1,Crypto,0
28,61.59350604700344,104.63335939926394,One Year,30,8,PayPal,0
74,95.35937946685944,474.078218917515,One Year,1,4,Crypto,0
40,134.03453969470618,473.3319531729006,One Year,9,0,Credit Card,0
65,172.66776855439457,409.05787237271215,Month-to-Month,45,1,PayPal,0
39,64.55504906555723,467.84200448039275,Two Year,8,1,PayPal,0
34,44.9083846648731,332.998698237609,Month-to-Month,34,3,Credit Card,0
22,81.98101832160545,118.09128278223433,One Year,8,5,Credit Card,1
61,179.9327845106526,380.3450505740531,Month-to-Month,12,7,PayPal,0
28,11.873538384056499,163.3128284116095,One Year,43,2,Bank Transfer,0
47,138.79503705097162,220.80036295990865,One Year,56,9,Crypto,1
32,100.66040881820048,137.90073176382947,Two Year,31,9,Crypto,0
44,40.59878084252921,212.38733694291358,One Year,42,5,Crypto,0
52,70.99408999214867,339.9793654626908,Month-to-Month,33,3,Bank Transfer,0
50,52.74050833663644,56.19467009120986,Two Year,19,7,Crypto,1
37,176.78811189912324,53.498257567515196,Two Year,55,8,Credit Card,0
33,101.55594294954814,342.2012360319829,Two Year,4,8,Credit Card,0
51,116.98791279577362,390.0110022205292,Two Year,12,5,PayPal,0
19,122.80064767403393,276.18187567147015,Two Year,28,1,Bank Transfer,0
52,131.52725367444765,91.63886601966527,Month-to-Month,58,1,Bank Transfer,0
57,104.15558117142669,215.9476673321332,One Year,48,9,PayPal,0
73,13.395970858900005,379.3295856696232,One Year,1,8,Bank Transfer,0
45,73.59731051378387,343.1808176746974,One Year,44,4,Crypto,0
64,44.93591573698833,55.82287343186566,One Year,63,6,PayPal,0
56,139.2271401532186,484.60444329816426,Two Year,38,5,Crypto,0
23,20.773883760308863,112.45857656228192,One Year,9,8,Crypto,1
26,117.12264431121241,110.97436278564689,One Year,6,4,PayPal,1
37,50.02002723211718,230.4687666249825,Two Year,70,7,Credit Card,0
18,190.28070930874162,164.29432137102418,Two Year,52,3,PayPal,1
25,73.75277901544175,492.00900833355263,Two Year,67,6,Bank Transfer,0
72,71.7920263611805,39.168396853811856,One Year,16,8,Crypto,0
40,185.4430869182375,153.9131562707155,Two Year,2,1,Crypto,0
20,89.29610485778686,191.97835805322072,Two Year,36,8,Bank Transfer,1
21,192.94384349529102,247.23603786724829,Month-to-Month,71,7,PayPal,1
42,14.592366905365663,9.186807934747428,Month-to-Month,35,9,Credit Card,0
64,68.2054692884078,42.098703772332,One Year,30,0,Bank Transfer,0
55,136.57666245062194,129.64701172217596,Two Year,45,9,Credit Card,0
32,179.2628232602513,277.4470387611125,One Year,46,6,Crypto,0
38,58.71706267157394,384.11801352654265,Month-to-Month,65,4,PayPal,1
52,186.79074247309697,343.56117905865966,Month-to-Month,1,4,PayPal,0
74,122.88307863484576,283.94543144858267,Two Year,57,6,Crypto,0
70,162.19156620760404,199.219187024102,One Year,71,9,Bank Transfer,1
70,85.46938781831047,435.4765566258207,Month-to-Month,67,3,Crypto,0
63,50.31427268770593,230.42649908587197,Two Year,31,0,Bank Transfer,0
69,183.1347289350617,150.32714999885604,One Year,25,5,Crypto,0
31,187.29581499718154,315.0382223111766,Two Year,47,0,Credit Card,1
53,104.53927738928574,346.36538329656815,Two Year,56,0,PayPal,0
29,11.234053039858736,199.83665218456883,Month-to-Month,1,7,Credit Card,0
34,30.85876119737685,15.043497241911371,One Year,37,3,Bank Transfer,0
56,118.87531244402713,47.971618618118576,Month-to-Month,67,4,Bank Transfer,0
26,14.517573437358383,422.9538470549372,One Year,12,9,Crypto,1
52,85.4132655574721,29.21741267146866,One Year,20,9,Credit Card,1
30,67.64028965868239,296.417813854024,Two Year,30,0,PayPal,1
32,145.7261723264189,92.67098333924653,Two Year,64,9,Bank Transfer,0
35,20.559947860107705,115.23421933084435,One Year,64,6,Crypto,1
68,102.85894110568462,137.3936459083544,Two Year,18,1,PayPal,0
50,120.03171127636502,20.107401712313198,Month-to-Month,32,5,Crypto,0
23,127.28530444999735,89.4404017960059,One Year,19,8,Bank Transfer,1
44,86.97995768321876,325.59949227245625,Month-to-Month,33,1,PayPal,1
40,67.82987885161468,249.85985096779453,Two Year,62,5,Crypto,0
44,139.67367641005828,398.86721378372897,One Year,22,4,Bank Transfer,1
51,171.03811913947405,31.559811169195275,Two Year,29,1,Crypto,1
73,141.78735117874697,444.56024982956393,Month-to-Month,4,8,Crypto,0
63,187.0994494368721,498.20286741783696,One Year,50,1,Crypto,1
55,146.28006981800615,8.85424615214271,Two Year,4,0,PayPal,0
31,155.27755946258748,483.8523927044267,Month-to-Month,5,8,PayPal,1
53,41.90160735439689,118.69549377253898,Month-to-Month,39,8,Bank Transfer,0
70,89.71253246007524,346.57902596481244,Two Year,57,8,Crypto,0
25,102.1605128816334,146.9492381093582,One Year,31,7,PayPal,0
52,58.69570083597545,261.3846264950127,Two Year,7,3,PayPal,1
36,110.42257346769469,255.6988364082467,One Year,12,8,Crypto,1
47,65.25046940215103,181.191634245087,Month-to-Month,10,1,Bank Transfer,1
31,140.62539763283903,359.0558373758785,Month-to-Month,29,0,Credit Card,0
37,99.35481057360342,300.2186044497938,Month-to-Month,13,9,Crypto,0
66,97.17332131111677,254.63022496764466,Two Year,70,6,Bank Transfer,0
42,196.89208089623423,491.43681664721004,Two Year,31,5,Credit Card,1
57,84.56452122308839,470.0646537674759,Two Year,9,2,Bank Transfer,1
41,78.83613219201798,477.76248705103706,Month-to-Month,51,1,Credit Card,0
31,70.53483054370435,440.7806559418407,One Year,16,7,Credit Card,0
43,180.00235198540165,128.32251403843551,Two Year,59,3,Bank Transfer,0
55,104.37752695865386,175.6380394581123,Two Year,58,5,PayPal,0
40,124.00275072132075,116.29625515320843,Two Year,11,3,Bank Transfer,0
39,44.355511010455054,493.1022667242004,Month-to-Month,36,8,Credit Card,0
65,112.7790484009361,77.17827301198209,One Year,1,4,Crypto,1
74,62.18315664501277,183.8893660238939,One Year,21,5,Credit Card,0
36,148.82101503994673,100.32316793495887,One Year,44,8,Credit Card,0
63,168.18038627055262,112.50345227994235,Two Year,37,5,Bank Transfer,0
68,145.81403150494273,124.29685451680255,Two Year,6,1,Credit Card,0
20,148.7463915913489,320.19566710441705,One Year,14,0,Crypto,0
59,107.37019378270823,38.94863572557237,Month-to-Month,1,8,PayPal,0
36,145.3024307034857,286.6924069382682,One Year,8,1,Crypto,0
26,90.31051774655046,409.82383190576746,Two Year,44,1,PayPal,0
